0xc5fd9570ac1a5dab9eda7839bd33229252b0c05d;0x9f403140bc0574d7d36ea472b82daa1bbd4ef327;;8;0;0.01;false
0x66a71dcef29a0ffbdbe3c6a460a3b5bc225cd675;0x9f403140bc0574d7d36ea472b82daa1bbd4ef327;Endpoint;137662;0;0.00;false
0xcff08a35a5f27f306e2da99ff198db90f13def77;0x9f403140bc0574d7d36ea472b82daa1bbd4ef327;;8;0;0.00;false
0x88b016cdeaac1d73d4a35202128cd4dd3e782f15;0xc48cab17fcb3eb38030bc4ea54b62353d2802ba8;;13;0;0.00;false
0x296f55f8fb28e498b858d0bcda06d955b2cb3f97;0x1d7c6783328c145393e84fb47a7f7c548f5ee28d;Bridge;85235;0.00;0.00;false
0xaf5191b0de278c7286d6c7cc6ab6bb8a73ba2cd6;0x1d7c6783328c145393e84fb47a7f7c548f5ee28d;StargateToken;5577;113,483,007.17;0.00;true
0xfecba472b2540c5a2d3700b2c9e06f0aa7dc6462;0x7c704efdf67405a11f8ebad35de9a0149213e8dc;AdminUpgradeabilityProxy;51;168.26;0.00;false
0x8bf1c650ec30c2fd70b7cdb1346f118ac5f55bca;0xd6acd01c5579069afb5ea2bbab261e46b35733c9;;1;0;0.00;false
0x37289c05050ce693309932e40a48d8923df6d786;0xd6acd01c5579069afb5ea2bbab261e46b35733c9;;1;0;0.00;false
0x0674c96408ae30c9feb7331c1f2831f3eab2c303;0xc13b65f7c53cd6db2ea205a4b574b4a0858720a6;;3;0;0.00;false
0x2c5562dfe1f24678cfcd0d235ee293b942b4a6a9;0xf65908d276efb91c98c1aa3141cd1b980db198ce;;1;0;0.00;false
0xea1ab2b141cd28a86531ae256ea95580cc5a469e;0x28c9c1f5aece95f8676e1c11db2ab08aeef2308f;NFTMarketplaceMain;3;0.74;0.00;false
0xa74ae2c6fca0cedbaef30a8ceef834b247186bcf;0x099a2da6bb4f40ecaea36ad0abe32d09f98c2a0a;Gh0stlyGh0sts;242;0.00;114.56;true
0xe0ddc558eb8d642453bd2a0cb31f01981550287a;0xef1ce7ae0fc718d68d6f30cfb640180f5745a51d;Kev0;1;0;34.78;true
0xce4e591c738a128a5e1dda6beb840d17c5d831f9;0x8b727216f4e88a64fb057592d9fb99d28ff67d29;CoolBears;1;0;0.00;true
0xcf7ab852a4d5885a4e1c840bcb3c6353341b2d86;0x25a01fd96a3042bab10652106746c587942a9fe5;SmolFrens;2;0;0.00;true
0xdff484a2bc81c3ab7368dc58f3e5894d426f957c;0x14719476c596fce28d381bd3ac12c3ce4698a1e9;RaidProjectBaseCore;1;0;0.00;true
0xae888c9cb9d6a46c993c9d298f710a44063040c9;0xd9b68d44640dccad2c6481d951406bdb5f65d1be;XZEROS;3;0;0.00;true
0x589f6a6737a880101a50ff6d9a50a7498c6ec2b3;0xc0d0ee527d6d563d75570629254479849211a499;;8;0;0.00;false
0xd9b78a2f1dafc8bb9c60961790d2beefebee56f4;0xb57fd863535525b880ff7e23cdf17644a08cb448;tinydinos;682;0;3.27;true
0x01ae9df9cc72ed928c6f34aa74a3449e8d5ab134;0x2514015e85d64114bd8098a09de9e77bc0d7baae;OmniBird;1;0;0.00;true
0x4a9271911a7fcdef1159a8e6bf9874b28dced5c6;0x12572c364dbebc556bb0ef5302576e025f6db7db;LayerZeroPunksMainnet;2;0;0.00;true
0xe0e28f13d59b3f6c37e49c8447df3c9d418f0188;0x86618681b0f88743362deb845786606ebf04457f;ComelyTurtles;2;0;81.83;true
0x7c5d55aa9236aed05ee8d6e610eaec9809e057d9;0x77451aa5b551c88526a05b86bd790b1c2afc6d21;OmniChainToken;8;0;0.00;true
0x6bf7230ec3faff46bffedfbf765b54ac622bb3a6;0x305799cb51dc86ea40ffe86cc6d3fcb9fbc494a4;BillionaireSkullClub;3;0;0.00;true
0x3b8420eb6ef77bc25025b32d8205cde2683f979e;0x53aa300ce82ca55217c28c1db8b60a2a45f96967;Moonbears;2;0;0.00;true
0x73412cdddf3164313bd3781b13df0dae10013bbf;0xc13b65f7c53cd6db2ea205a4b574b4a0858720a6;;5;0.00;0.00;false
0xcfd3125b384d37a751f1767f00fb8462f601173c;0x4d4c4994cdd52f1dc98249593b79fbcd9b48df0c;GaugeSnapshot;1;0;0.00;false
0x76bf5c3ab575efe9fbb83bf769e2c4528a354be6;0x4d4c4994cdd52f1dc98249593b79fbcd9b48df0c;GaugeSnapshot;1;0;0.00;false
0xacf63e56fd08970b43401492a02f6f38b6635c91;0xd77ec5ba85742194487ac7218d2775b8b2da40ae;ONFTBased;50;0;0.00;true
0x9817a71ca8e309d654ee7e1999577bce6e6fd9ac;0xe8bc44ae4ba6eddb88c8c087fd9b479dff729850;;137;0;67.89;false
0x36da7d6710779321a46c5cf3c3cea33dc6cb2721;0x9c21ca464a2ee450d05d605d74ad415c6baaa054;GaugeSnapshot;52;0;0.00;false
0x151c384c9d8aece2dfb50e61890217128f90c321;0x9ef12178e25842ece14a5e3e1605c0e58a8b4394;METAKAYS;1;0;0.00;true
0x0d87d35dc73056484e4e41300a810dc58ad1d668;0x39dcbb3929844aad5675984924a33b07a5fa2835;st0ked;1;0;0.01;true
0x37337e16b5893278378ad5ad79c52ba84ae2e6c1;0x8b110a00480a4632caf02e891012421b9afe32af;DeadFreaks;3;0;6.56;true
0x89aef982de66fe6df58ed0251e0841ccb2da6e4a;0xe8bc44ae4ba6eddb88c8c087fd9b479dff729850;;7185;0;7,725.40;false
0x7b89890989d50b631322c6977c7937531460957a;0xe83de7de49d5a0e0e9e71ecfd8990e894005d2e4;ZAPE;8;0;0.00;true
